true_act	pred_act	true_turn	pred_turn
counteroffer	offer	rennoc1; sheep; Counteroffer	[Offer]
accept	offer	Dave; I guess I can use two sheep; Accept	[Offer]
accept	offer	Dave; yeah, go ahead; Accept	[Offer]
offer	other	Dave; Still want to trade?; Offer	[Other]
accept	refusal	Tomm; Yes, do you still want to? do you still want to?; Accept	[Refusal]
accept	refusal	Dave; and yeah, and yeah, sure; Accept	[Refusal]
offer	other	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Other]
refusal	offer	Tomm; Ah, 'fraid not; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	offer	rennoc1; nope dont have either; Refusal	[Offer]
refusal	offer	Tomm; You just nicked my wheat :P; Refusal	[Offer]
refusal	offer	Tomm; Not going to buy it back; Refusal	[Offer]
offer	refusal	Dave; Want to buy it back? :D; Offer	[Refusal]
offer	other	Tomm; Anyone want anything for wood?; Offer	[Other]
refusal	other	rennoc1; dont have any, sorry; Refusal	[Other]
offer	other	Tomm; So no wood anyone? okay okay; Offer	[Other]
refusal	other	Dave; nope, sorry; Refusal	[Other]
offer	other	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Other]
counteroffer	offer	Dave; I have wheat; Counteroffer	[Offer]
refusal	offer	Tomm; fraid not; Refusal	[Offer]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
refusal	offer	Tomm; Really not, sorry.; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	other	rennoc1; I'm fine for wheat at the mo; Refusal	[Other]
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer]
offer	offer	Dave; clay, I guess, or ore; Offer	[Offer]
offer	offer	Dave; or wood; Offer	[Offer]
counteroffer	accept	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Accept]
accept	counteroffer	Tomm; Just 1-4-1 I'm afraid; Accept	[Counteroffer]
accept	refusal	Dave; fair enough; Accept	[Refusal]
offer	other	rennoc1; any spare ores anyone?; Offer	[Other]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	other	Tomm; None here either :(; Refusal	[Other]
offer	accept	Dave; or a sheep; Offer	[Accept]
refusal	offer	Tomm; sorry :/; Refusal	[Offer]
offer	other	rennoc1; anyone have any wood?; Offer	[Other]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	offer	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Offer]
offer	other	Dave; can anyone trade clay for ore; Offer	[Other]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	[Counteroffer]
refusal	other	rennoc1; me neither me neither; Refusal	[Other]
offer	other	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Other]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	offer	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Offer]
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer]
accept	accept	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Accept]
accept	other	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Other]
offer	offer	Dave; clay or wood rennoc?; Offer	[Offer]
offer	offer	Dave; either one; Offer	[Offer]
refusal	accept	rennoc1; unfortunately, neither one; Refusal	[Accept]
counteroffer	offer	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Offer]
refusal	counteroffer	Tomm; I don't have ore, I'm afraid!; Refusal	[Counteroffer]
refusal	counteroffer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Counteroffer]
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	[Other]
refusal	offer	Dave; lo; Refusal	[Offer]
refusal	offer	Dave; I don't, no; Refusal	[Offer]
offer	offer	Dave; I have wheat; Offer	[Offer]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
accept	offer	Dave; I do; Accept	[Offer]
counteroffer	offer	Dave; ore for wood?; Counteroffer	[Offer]
counteroffer	counteroffer	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Counteroffer]
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer]
counteroffer	offer	Tomm; I could offer things?; Counteroffer	[Offer]
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	other	Tomm; Ore?; Counteroffer	[Other]
counteroffer	offer	Dave; clay rennoc; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Counteroffer]
offer	other	rennoc1; tomm, do you have ore?; Offer	[Other]
accept	accept	Tomm; Yes, yes I do; Accept	[Accept]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	counteroffer	Dave; any wood around?; Offer	[Counteroffer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	offer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	offer	rennoc1; sorry, no sheep; Refusal	[Offer]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	refusal	Dave; I do not ^_^; Refusal	[Refusal]
offer	refusal	Tomm; How about clay?; Offer	[Refusal]
refusal	offer	Dave; nope, sorry, I'm good for clay; Refusal	[Offer]
offer	other	Dave; trade?; Offer	[Other]
counteroffer	offer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Offer]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	offer	Dave; or clay; Offer	[Offer]
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	refusal	Tomm; Sadly still no sheep :(; Refusal	[Refusal]
offer	other	Dave; wheat then?; Offer	[Other]
refusal	accept	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Accept]
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
counteroffer	refusal	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Refusal]
offer	offer	Dave; I will give you one whole wheat; Offer	[Offer]
counteroffer	accept	Tomm; I must demand 2.; Counteroffer	[Accept]
counteroffer	refusal	rennoc1; i would give you 2 clay?; Counteroffer	[Refusal]
refusal	accept	Dave; I must refuse, on principle; Refusal	[Accept]
counteroffer	other	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Other]
counteroffer	accept	Tomm; depending on what you have; Counteroffer	[Accept]
counteroffer	offer	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Offer]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	counteroffer	Tomm; Don't want ore.; Refusal	[Counteroffer]
counteroffer	counteroffer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer]
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	[Offer]
accept	accept	Dave; sure; Accept	[Accept]
offer	other	rennoc1; can you give wheat to me, dave?; Offer	[Other]
counteroffer	other	rennoc1; for clay?; Counteroffer	[Other]
refusal	offer	Dave; I'm good for clay, thanks; Refusal	[Offer]
offer	other	rennoc1; any one have sheep?; Offer	[Other]
offer	other	Tomm; Rennoc... I have sheep now?; Offer	[Other]
offer	counteroffer	Tomm; Got any wheat? :P; Offer	[Counteroffer]
refusal	offer	Dave; nooooooo; Refusal	[Offer]
counteroffer	other	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Other]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	accept	rennoc1; thanks; Accept	[Accept]
offer	other	Dave; anyone got wood or sheep to trade?; Offer	[Other]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	offer	rennoc1; both; Accept	[Offer]
offer	accept	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Accept]
counteroffer	refusal	rennoc1; how about this.; Counteroffer	[Refusal]
refusal	accept	Dave; don't have 2 wheat; Refusal	[Accept]
counteroffer	other	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Other]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	offer	rennoc1; how about you tomm?; Counteroffer	[Offer]
counteroffer	other	Tomm; Feel free to fire me the clay; Counteroffer	[Other]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	offer	Dave; a clay?; Counteroffer	[Offer]
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Offer]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	other	Cat; thanks; Offer	[Other]
offer	offer	Thomas; sorry clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	accept	Cat; anyone wants an ore?; Offer	[Accept]
refusal	other	Thomas; nope; Refusal	[Other]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; for a wood; Offer	[Other]
refusal	offer	Thomas; none; Refusal	[Offer]
accept	other	Cat; yes; Accept	[Other]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	counteroffer	Cat; I can echange ore for wood though; Offer	[Counteroffer]
offer	counteroffer	Cat; give ore, receive wood; Offer	[Counteroffer]
accept	offer	william; i'm in i'm in; Accept	[Offer]
offer	other	Cat; I mean I can offer ore; Offer	[Other]
offer	offer	Cat; if you can give me wood; Offer	[Offer]
accept	counteroffer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Counteroffer]
refusal	offer	william; none; Refusal	[Offer]
refusal	offer	Cat; no sorry; Refusal	[Offer]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	william; n n; Refusal	[Offer]
refusal	other	Cat; no no; Refusal	[Other]
offer	other	william; can someone give me an ore??; Offer	[Other]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	offer	Thomas; sure; Accept	[Offer]
offer	offer	Cat; how about sheep or clar?; Offer	[Offer]
offer	offer	Thomas; wheat please; Offer	[Offer]
offer	offer	Cat; i can offer ore for sheep or clay; Offer	[Offer]
offer	accept	Cat; or wheet for the same; Offer	[Accept]
offer	other	Cat; anyone for ore or what?; Offer	[Other]
refusal	other	william; no; Refusal	[Other]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	offer	Cat; I mean I have those to offer; Offer	[Offer]
offer	offer	Cat; I need sheep; Offer	[Offer]
offer	offer	Cat; or clary; Offer	[Offer]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	offer	Cat; clay; Offer	[Offer]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
refusal	offer	william; cant; Refusal	[Offer]
offer	offer	Cat; wood?; Offer	[Offer]
refusal	counteroffer	Thomas; no  no  thanks; Refusal	[Counteroffer]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	[Offer]
refusal	offer	Thomas; no; Refusal	[Offer]
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	other	william; no; Refusal	[Other]
accept	other	Thomas; yes please; Accept	[Other]
offer	accept	william; i will take anyone's sheep though; Offer	[Accept]
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	accept	william; 2 wood?; Offer	[Accept]
offer	offer	Cat; one wood for clay; Offer	[Offer]
refusal	accept	william; hmm, no sorry hmm, no sorry; Refusal	[Accept]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer]
refusal	offer	Cat; no  sorry; Refusal	[Offer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	offer	william; no thx; Refusal	[Offer]
refusal	offer	Thomas; none here; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Cat; I have one wood to exchange; Offer	[Offer]
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; for sheep, wheat or clary; Offer	[Offer]
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	refusal	william; have none; Refusal	[Refusal]
refusal	other	Thomas; no  thanks; Refusal	[Other]
offer	accept	william; can you give me sheep or wood?; Offer	[Accept]
counteroffer	accept	Cat; I can give you one wood; Counteroffer	[Accept]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	offer	Thomas; sorry; Refusal	[Offer]
refusal	accept	william; sry; Refusal	[Accept]
offer	offer	Cat; or sheep; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; can't; Refusal	[Offer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	offer	william; wheat?; Counteroffer	[Offer]
counteroffer	counteroffer	Thomas; 3 ore for a wheat?; Counteroffer	[Counteroffer]
accept	counteroffer	Cat; ok; Accept	[Counteroffer]
accept	other	william; i will do it; Accept	[Other]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	offer	william; na; Refusal	[Offer]
refusal	offer	Thomas; sorry nope; Refusal	[Offer]
offer	offer	Cat; can someone give me a sheep?; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
accept	counteroffer	william; then yes; Accept	[Counteroffer]
accept	accept	william; k; Accept	[Accept]
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	refusal	william; hav none; Refusal	[Refusal]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	william; does someone need clay?; Offer	[Offer]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer]
refusal	counteroffer	Thomas; nope; Refusal	Counteroffer
counteroffer	counteroffer	Cat; for clay; Counteroffer	[Counteroffer]
accept	offer	william; k; Accept	[Offer]
counteroffer	accept	Cat; or ore; Counteroffer	[Accept]
accept	offer	Thomas; yes please; Accept	[Offer]
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	offer	Thomas; I can give an ore; Counteroffer	[Offer]
counteroffer	counteroffer	Thomas; or a clay; Counteroffer	[Counteroffer]
offer	offer	Cat; or a sheep!; Offer	[Offer]
refusal	offer	Thomas; impossible...; Refusal	[Offer]
offer	counteroffer	Cat; let's do the clay let's do the clay; Offer	[Counteroffer]
accept	counteroffer	Thomas; k; Accept	[Counteroffer]
offer	offer	Cat; would you like one more what for an ore?; Offer	[Offer]
counteroffer	counteroffer	Thomas; one more wheat?; Counteroffer	[Counteroffer]
accept	accept	Cat; one wheat; Accept	[Accept]
accept	counteroffer	Thomas; kk; Accept	[Counteroffer]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	offer	william; if you give me wood; Counteroffer	[Offer]
refusal	counteroffer	Thomas; not me; Refusal	[Counteroffer]
offer	counteroffer	Cat; for two ore?; Offer	[Counteroffer]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	offer	Cardlinger; nope :(; Refusal	[Offer]
refusal	offer	jon; no; Refusal	[Offer]
offer	accept	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Accept]
offer	other	Joel; do you want to trade?; Offer	[Other]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	accept	Joel; awesome; Accept	[Accept]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	offer	Cardlinger; i got clay; Accept	[Offer]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[Other]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	offer	Joel; same here same here; Refusal	[Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	other	Euan; Sheep for wood? Sheep for wood?; Offer	[Other]
refusal	refusal	Cardlinger; i'm after wheat, i am afraid; Refusal	[Refusal]
refusal	offer	Joel; I dont have sheep or wood Euan; Refusal	[Offer]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	other	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Other]
accept	other	Euan; Wood sounds good; Accept	[Other]
accept	offer	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Offer]
offer	offer	Joel; or wood?; Offer	[Offer]
refusal	offer	Cardlinger; nope, sorry :(; Refusal	[Offer]
offer	offer	Joel; jon?; Offer	[Offer]
accept	other	jon; i got ore; Accept	[Other]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	accept	jon; sure!; Accept	[Accept]
offer	accept	Joel; if you have another ore i can do it again; Offer	[Accept]
refusal	counteroffer	jon; no I'm done; Refusal	[Counteroffer]
offer	other	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Other]
refusal	offer	jon; nope sorry; Refusal	[Offer]
offer	offer	Cardlinger; or a wood for wheat; Offer	[Offer]
counteroffer	counteroffer	Joel; do you have any ore?; Counteroffer	[Counteroffer]
accept	offer	Cardlinger; i has ore; Accept	[Offer]
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	accept	Cardlinger; i'm after wood i am afraid :D; Refusal	[Accept]
accept	offer	Joel; ok i can do a wood for ore; Accept	[Offer]
refusal	offer	Cardlinger; apologies, am clayless :(; Refusal	[Offer]
refusal	offer	Joel; same here same here; Refusal	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Joel; ore?; Offer	[Offer]
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	other	Joel; euan?; Offer	[Other]
offer	other	Joel; i'll trade clay for ore; Offer	[Other]
accept	other	Euan; Sure, I'll clay for ore; Accept	[Other]
offer	other	Euan; Now... anyone got any wood?; Offer	[Other]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	counteroffer	Euan; Or an ore.; Offer	[Counteroffer]
refusal	accept	Joel; i have no cards; Refusal	[Accept]
offer	refusal	Euan; Or..clay.; Offer	[Refusal]
counteroffer	offer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Offer]
accept	other	Euan; Sure.; Accept	[Other]
counteroffer	accept	Cardlinger; how many wood you after?; Counteroffer	[Accept]
offer	offer	Euan; Just the one for now; Offer	[Offer]
counteroffer	offer	Cardlinger; your clay for my wood?; Counteroffer	[Offer]
accept	accept	Euan; Yes; Accept	[Accept]
offer	accept	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Accept]
accept	offer	Cardlinger; clay plz; Accept	[Offer]
offer	other	Euan; Or if you want we could do that now too; Offer	[Other]
refusal	offer	Cardlinger; not just yet :); Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Other]
refusal	accept	Joel; i have no cards; Refusal	[Accept]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	offer	jon; I'm out too; Refusal	[Offer]
refusal	offer	Euan; Fresh out :/; Refusal	[Offer]
accept	offer	Euan; Sure, Joel.; Accept	[Offer]
offer	offer	Euan; Anyhoo. Clay, anyone?; Offer	[Offer]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	offer	Cardlinger; no ore, i lament :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Other]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	offer	jon; sorry; Refusal	[Offer]
offer	offer	Cardlinger; E/J?; Offer	[Offer]
refusal	offer	Joel; got nothing; Refusal	[Offer]
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	offer	Cardlinger; mutton man?; Offer	[Offer]
offer	other	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Other]
offer	accept	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Accept]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	counteroffer	Cardlinger; 1:1?; Offer	[Counteroffer]
accept	accept	Euan; Sounds good; Accept	[Accept]
offer	other	Cardlinger; anyone wheat for clay?; Offer	[Other]
refusal	offer	Joel; strangely i have no wheat; Refusal	[Offer]
refusal	accept	jon; no wheat; Refusal	[Accept]
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	offer	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Offer]
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Offer]
refusal	counteroffer	jon; sorry; Refusal	[Counteroffer]
refusal	other	Joel; sorry; Refusal	[Other]
offer	offer	Joel; ok does anyone have clay?; Offer	[Offer]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	offer	jon; no no; Refusal	[Offer]
refusal	refusal	Euan; Nope :/ Nope :/; Refusal	[Refusal]
offer	other	Joel; or sheep?; Offer	[Other]
refusal	offer	Euan; Amazingly, no o.O; Refusal	[Offer]
refusal	other	jon; also out; Refusal	[Other]
offer	other	Euan; Anyone have an ore for a wheat?; Offer	[Other]
refusal	offer	Cardlinger; sorry, I'm all wheaty; Refusal	[Offer]
refusal	refusal	Joel; same same; Refusal	[Refusal]
refusal	offer	jon; no; Refusal	[Offer]
offer	offer	Euan; Meh. Anyone got clay?; Offer	[Offer]
refusal	offer	Joel; no; Refusal	[Offer]
offer	other	jon; there's no clay right?; Offer	[Other]
refusal	other	Cardlinger; I have none; Refusal	[Other]
refusal	offer	Euan; yeah, noone has clay :/; Refusal	[Offer]
offer	offer	Joel; i will give ore; Offer	[Offer]
accept	offer	Euan; I can do that; Accept	[Offer]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	offer	Joel; haha no still; Refusal	[Offer]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	other	Euan; Anyone got any ore?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	offer	Cardlinger; only the 1; Accept	[Offer]
refusal	offer	Joel; havent had it in awhile; Refusal	[Offer]
counteroffer	offer	Cardlinger; what do you have to offer?; Counteroffer	[Offer]
counteroffer	offer	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Offer]
refusal	offer	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Other]
refusal	accept	Euan; No ore here; Refusal	[Accept]
accept	other	jon; I'll take a wheat for an ore; Accept	[Other]
refusal	accept	Joel; i have no ore; Refusal	[Accept]
offer	offer	Cardlinger; anyone else?; Offer	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
offer	offer	Cardlinger; wheat/wood for ore?; Offer	[Offer]
refusal	accept	Euan; no ore.; Refusal	[Accept]
refusal	offer	Cardlinger; sorry, no clay :(; Refusal	[Offer]
refusal	offer	Euan; no clay :/ no clay :/; Refusal	[Offer]
accept	offer	Joel; yeah i can do that; Accept	[Offer]
refusal	offer	Cardlinger; not a bit :(; Refusal	[Offer]
refusal	other	Joel; [no clay]; Refusal	[Other]
offer	other	Euan; Guessing noone has clay?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	jon; nope nope; Refusal	[Offer]
refusal	offer	Cardlinger; 0 clay 0 clay; Refusal	[Offer]
refusal	offer	Euan; No sheep/ore :/; Refusal	[Offer]
accept	offer	jon; i'll take one wheat for one sheep; Accept	[Offer]
refusal	accept	Joel; same as Euan same as Euan; Refusal	[Accept]
accept	accept	Cardlinger; done :); Accept	[Accept]
offer	offer	Cardlinger; anyone got ore?; Offer	[Offer]
refusal	offer	jon; none; Refusal	[Offer]
refusal	offer	Euan; My resource bank is mostly empty.; Refusal	[Offer]
offer	other	Joel; does anyone have clay; Offer	[Other]
offer	offer	Joel; i'lkl give a wood; Offer	[Offer]
