true_act	pred_act	true_turn	pred_turn
accept	accept	Dave; yeah, go ahead; Accept	[Accept]
offer	other	Dave; Still want to trade?; Offer	[Other]
accept	refusal	Tomm; Yes, do you still want to? do you still want to?; Accept	[Refusal]
accept	offer	Dave; and yeah, and yeah, sure; Accept	[Offer]
offer	offer	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Offer]
refusal	counteroffer	Tomm; Ah, 'fraid not; Refusal	[Counteroffer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	other	rennoc1; nope dont have either; Refusal	[Other]
refusal	accept	Tomm; You just nicked my wheat :P; Refusal	[Accept]
refusal	refusal	Tomm; Not going to buy it back; Refusal	[Refusal]
offer	refusal	Dave; Want to buy it back? :D; Offer	[Refusal]
offer	refusal	Tomm; Anyone want anything for wood?; Offer	[Refusal]
refusal	offer	rennoc1; dont have any, sorry; Refusal	[Offer]
offer	offer	Tomm; So no wood anyone? okay okay; Offer	[Offer]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
offer	offer	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Offer]
counteroffer	offer	Dave; I have wheat; Counteroffer	[Offer]
refusal	offer	Tomm; fraid not; Refusal	[Offer]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
refusal	offer	Tomm; Really not, sorry.; Refusal	[Offer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	refusal	rennoc1; I'm fine for wheat at the mo; Refusal	[Refusal]
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer]
offer	offer	Dave; clay, I guess, or ore; Offer	[Offer]
offer	counteroffer	Dave; or wood; Offer	[Counteroffer]
counteroffer	counteroffer	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	Counteroffer
accept	accept	Tomm; Just 1-4-1 I'm afraid; Accept	[Accept]
accept	counteroffer	Dave; fair enough; Accept	[Counteroffer]
offer	offer	rennoc1; any spare ores anyone?; Offer	[Offer]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	offer	Tomm; None here either :(; Refusal	[Offer]
offer	offer	Dave; or a sheep; Offer	[Offer]
refusal	offer	Tomm; sorry :/; Refusal	[Offer]
offer	offer	rennoc1; anyone have any wood?; Offer	[Offer]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	offer	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Offer]
offer	other	Dave; can anyone trade clay for ore; Offer	[Other]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	[Counteroffer]
refusal	refusal	rennoc1; me neither me neither; Refusal	[Refusal]
offer	offer	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Offer]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	refusal	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Refusal]
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer]
accept	refusal	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Refusal]
accept	offer	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Offer]
offer	offer	Dave; clay or wood rennoc?; Offer	[Offer]
offer	offer	Dave; either one; Offer	[Offer]
refusal	offer	rennoc1; unfortunately, neither one; Refusal	[Offer]
counteroffer	refusal	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Refusal]
refusal	accept	Tomm; I don't have ore, I'm afraid!; Refusal	[Accept]
refusal	offer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Offer]
counteroffer	counteroffer	rennoc1; do you have any ores, dave?; Counteroffer	[Counteroffer]
refusal	offer	Dave; lo; Refusal	[Offer]
refusal	other	Dave; I don't, no; Refusal	[Other]
offer	refusal	Dave; I have wheat; Offer	[Refusal]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
accept	offer	Dave; I do; Accept	[Offer]
counteroffer	accept	Dave; ore for wood?; Counteroffer	[Accept]
counteroffer	counteroffer	rennoc1; if only... I have clay? I have clay?; Counteroffer	Counteroffer
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer]
counteroffer	accept	Tomm; I could offer things?; Counteroffer	[Accept]
counteroffer	counteroffer	Dave; wood?; Counteroffer	[Counteroffer]
counteroffer	offer	Tomm; Ore?; Counteroffer	[Offer]
counteroffer	offer	Dave; clay rennoc; Counteroffer	[Offer]
counteroffer	refusal	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Refusal]
offer	offer	rennoc1; tomm, do you have ore?; Offer	[Offer]
accept	counteroffer	Tomm; Yes, yes I do; Accept	[Counteroffer]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	offer	Dave; any wood around?; Offer	[Offer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	counteroffer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Counteroffer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	counteroffer	rennoc1; sorry, no sheep; Refusal	[Counteroffer]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	offer	Dave; I do not ^_^; Refusal	[Offer]
offer	counteroffer	Tomm; How about clay?; Offer	[Counteroffer]
refusal	offer	Dave; nope, sorry, I'm good for clay; Refusal	[Offer]
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	counteroffer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	Counteroffer
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	accept	Dave; or clay; Offer	[Accept]
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	offer	Tomm; Sadly still no sheep :(; Refusal	[Offer]
offer	offer	Dave; wheat then?; Offer	[Offer]
refusal	offer	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Offer]
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Offer]
offer	offer	Dave; I will give you one whole wheat; Offer	[Offer]
counteroffer	accept	Tomm; I must demand 2.; Counteroffer	[Accept]
counteroffer	counteroffer	rennoc1; i would give you 2 clay?; Counteroffer	[Counteroffer]
refusal	accept	Dave; I must refuse, on principle; Refusal	[Accept]
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Offer]
counteroffer	accept	Tomm; depending on what you have; Counteroffer	[Accept]
counteroffer	offer	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Offer]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	accept	Tomm; Don't want ore.; Refusal	[Accept]
counteroffer	offer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Offer]
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer]
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	[Offer]
accept	other	Dave; sure; Accept	[Other]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	offer	Dave; I'm good for clay, thanks; Refusal	[Offer]
offer	other	rennoc1; any one have sheep?; Offer	[Other]
offer	offer	Tomm; Rennoc... I have sheep now?; Offer	[Offer]
offer	offer	Tomm; Got any wheat? :P; Offer	[Offer]
refusal	offer	Dave; nooooooo; Refusal	[Offer]
counteroffer	offer	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Offer]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	counteroffer	rennoc1; thanks; Accept	Counteroffer
offer	offer	Dave; anyone got wood or sheep to trade?; Offer	[Offer]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	offer	rennoc1; both; Accept	[Offer]
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Offer]
counteroffer	refusal	rennoc1; how about this.; Counteroffer	[Refusal]
refusal	refusal	Dave; don't have 2 wheat; Refusal	[Refusal]
counteroffer	offer	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Offer]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	offer	rennoc1; how about you tomm?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Counteroffer]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
refusal	accept	Thomas; no  thanks; Refusal	[Accept]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	other	Cat; thanks; Offer	[Other]
offer	offer	Thomas; sorry clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; anyone wants an ore?; Offer	[Other]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	other	Cat; for a wood; Offer	[Other]
refusal	offer	Thomas; none; Refusal	[Offer]
accept	offer	Cat; yes; Accept	[Offer]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	offer	Cat; I can echange ore for wood though; Offer	[Offer]
offer	counteroffer	Cat; give ore, receive wood; Offer	[Counteroffer]
accept	offer	william; i'm in i'm in; Accept	[Offer]
offer	offer	Cat; I mean I can offer ore; Offer	[Offer]
offer	offer	Cat; if you can give me wood; Offer	[Offer]
accept	counteroffer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Counteroffer]
refusal	offer	william; none; Refusal	[Offer]
refusal	refusal	Cat; no sorry; Refusal	[Refusal]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	william; n n; Refusal	[Offer]
refusal	offer	Cat; no no; Refusal	[Offer]
offer	offer	william; can someone give me an ore??; Offer	[Offer]
offer	refusal	william; wheat or wood; Offer	[Refusal]
accept	counteroffer	Thomas; sure; Accept	[Counteroffer]
offer	offer	Cat; how about sheep or clar?; Offer	[Offer]
offer	counteroffer	Thomas; wheat please; Offer	[Counteroffer]
offer	other	Cat; i can offer ore for sheep or clay; Offer	[Other]
offer	offer	Cat; or wheet for the same; Offer	[Offer]
offer	offer	Cat; anyone for ore or what?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	offer	Cat; I mean I have those to offer; Offer	[Offer]
offer	accept	Cat; I need sheep; Offer	[Accept]
offer	counteroffer	Cat; or clary; Offer	[Counteroffer]
refusal	accept	Thomas; no  thanks; Refusal	[Accept]
offer	other	Cat; clay; Offer	[Other]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	accept	Cat; I can give you a wheat; Offer	[Accept]
refusal	refusal	william; cant; Refusal	[Refusal]
offer	offer	Cat; wood?; Offer	[Offer]
refusal	offer	Thomas; no  no  thanks; Refusal	[Offer]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	[Offer]
refusal	offer	Thomas; no; Refusal	[Offer]
offer	offer	Cat; anyone would like to receive a wood for an ore?; Offer	[Offer]
refusal	accept	william; no; Refusal	[Accept]
accept	offer	Thomas; yes please; Accept	[Offer]
offer	offer	william; i will take anyone's sheep though; Offer	[Offer]
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	william; 2 wood?; Offer	[Offer]
offer	counteroffer	Cat; one wood for clay; Offer	[Counteroffer]
refusal	accept	william; hmm, no sorry hmm, no sorry; Refusal	[Accept]
counteroffer	refusal	Cat; or ore; Counteroffer	[Refusal]
offer	counteroffer	william; i will only take two wood,  and give 1 ore; Offer	[Counteroffer]
refusal	counteroffer	Cat; no  sorry; Refusal	[Counteroffer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	offer	william; no thx; Refusal	[Offer]
refusal	accept	Thomas; none here; Refusal	[Accept]
refusal	refusal	william; no; Refusal	[Refusal]
offer	other	Cat; I have one wood to exchange; Offer	[Other]
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	refusal	Cat; for sheep, wheat or clary; Offer	[Refusal]
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	accept	william; have none; Refusal	[Accept]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	other	william; can you give me sheep or wood?; Offer	[Other]
counteroffer	offer	Cat; I can give you one wood; Counteroffer	[Offer]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	counteroffer	Thomas; sorry; Refusal	[Counteroffer]
refusal	refusal	william; sry; Refusal	[Refusal]
offer	offer	Cat; or sheep; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; can't; Refusal	[Offer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	offer	william; wheat?; Counteroffer	[Offer]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	accept	Cat; ok; Accept	[Accept]
accept	other	william; i will do it; Accept	[Other]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	offer	william; na; Refusal	[Offer]
refusal	refusal	Thomas; sorry nope; Refusal	[Refusal]
offer	offer	Cat; can someone give me a sheep?; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
accept	counteroffer	william; then yes; Accept	Counteroffer
accept	offer	william; k; Accept	[Offer]
offer	other	Thomas; can I buy wood for 1 ore?; Offer	[Other]
refusal	accept	william; hav none; Refusal	[Accept]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	other	william; does someone need clay?; Offer	[Other]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer]
refusal	offer	Thomas; nope; Refusal	[Offer]
counteroffer	offer	Cat; for clay; Counteroffer	[Offer]
accept	accept	william; k; Accept	[Accept]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
accept	offer	Thomas; yes please; Accept	[Offer]
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	counteroffer	Thomas; I can give an ore; Counteroffer	[Counteroffer]
counteroffer	accept	Thomas; or a clay; Counteroffer	[Accept]
offer	accept	Cat; or a sheep!; Offer	[Accept]
refusal	counteroffer	Thomas; impossible...; Refusal	[Counteroffer]
offer	offer	Cat; let's do the clay let's do the clay; Offer	[Offer]
accept	offer	Thomas; k; Accept	[Offer]
offer	other	Cat; would you like one more what for an ore?; Offer	[Other]
counteroffer	offer	Thomas; one more wheat?; Counteroffer	[Offer]
accept	accept	Cat; one wheat; Accept	[Accept]
accept	accept	Thomas; kk; Accept	[Accept]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	other	william; if you give me wood; Counteroffer	[Other]
refusal	counteroffer	Thomas; not me; Refusal	Counteroffer
offer	refusal	Cat; for two ore?; Offer	[Refusal]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	offer	Cardlinger; nope :(; Refusal	[Offer]
refusal	other	jon; no; Refusal	[Other]
offer	other	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Other]
offer	offer	Joel; do you want to trade?; Offer	[Offer]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	counteroffer	Joel; awesome; Accept	[Counteroffer]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	refusal	Cardlinger; i got clay; Accept	[Refusal]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[Other]
refusal	offer	Cardlinger; lamentably I am sheepless; Refusal	[Offer]
refusal	offer	Joel; same here same here; Refusal	[Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	offer	Euan; Sheep for wood? Sheep for wood?; Offer	[Offer]
refusal	offer	Cardlinger; i'm after wheat, i am afraid; Refusal	[Offer]
refusal	offer	Joel; I dont have sheep or wood Euan; Refusal	[Offer]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	offer	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Offer]
accept	offer	Euan; Wood sounds good; Accept	[Offer]
accept	offer	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Offer]
offer	other	Joel; or wood?; Offer	[Other]
refusal	offer	Cardlinger; nope, sorry :(; Refusal	[Offer]
offer	other	Joel; jon?; Offer	[Other]
accept	offer	jon; i got ore; Accept	[Offer]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	accept	jon; sure!; Accept	[Accept]
offer	offer	Joel; if you have another ore i can do it again; Offer	[Offer]
refusal	offer	jon; no I'm done; Refusal	[Offer]
offer	offer	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Offer]
refusal	offer	jon; nope sorry; Refusal	[Offer]
offer	refusal	Cardlinger; or a wood for wheat; Offer	[Refusal]
counteroffer	offer	Joel; do you have any ore?; Counteroffer	[Offer]
accept	accept	Cardlinger; i has ore; Accept	[Accept]
counteroffer	counteroffer	Joel; i'll give you a wheat for the ore?; Counteroffer	Counteroffer
refusal	accept	Cardlinger; i'm after wood i am afraid :D; Refusal	[Accept]
accept	refusal	Joel; ok i can do a wood for ore; Accept	[Refusal]
refusal	offer	Cardlinger; apologies, am clayless :(; Refusal	[Offer]
refusal	refusal	Joel; same here same here; Refusal	[Refusal]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Joel; ore?; Offer	[Offer]
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	other	Joel; euan?; Offer	[Other]
offer	offer	Joel; i'll trade clay for ore; Offer	[Offer]
accept	other	Euan; Sure, I'll clay for ore; Accept	[Other]
offer	offer	Euan; Now... anyone got any wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	accept	Euan; Or an ore.; Offer	[Accept]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	refusal	Euan; Or..clay.; Offer	[Refusal]
counteroffer	offer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Offer]
accept	accept	Euan; Sure.; Accept	[Accept]
counteroffer	offer	Cardlinger; how many wood you after?; Counteroffer	[Offer]
offer	offer	Euan; Just the one for now; Offer	[Offer]
counteroffer	offer	Cardlinger; your clay for my wood?; Counteroffer	[Offer]
accept	accept	Euan; Yes; Accept	[Accept]
offer	offer	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Offer]
accept	offer	Cardlinger; clay plz; Accept	[Offer]
offer	offer	Euan; Or if you want we could do that now too; Offer	[Offer]
refusal	offer	Cardlinger; not just yet :); Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	offer	jon; I'm out too; Refusal	[Offer]
refusal	refusal	Euan; Fresh out :/; Refusal	[Refusal]
accept	refusal	Euan; Sure, Joel.; Accept	[Refusal]
offer	offer	Euan; Anyhoo. Clay, anyone?; Offer	[Offer]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	accept	Cardlinger; no ore, i lament :(; Refusal	[Accept]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Offer]
offer	accept	Cardlinger; or for clay indeed; Offer	[Accept]
refusal	counteroffer	jon; sorry; Refusal	Counteroffer
offer	refusal	Cardlinger; E/J?; Offer	[Refusal]
refusal	offer	Joel; got nothing; Refusal	[Offer]
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	offer	Cardlinger; mutton man?; Offer	[Offer]
offer	offer	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Offer]
offer	offer	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Offer]
accept	counteroffer	Euan; I can give some sheep for some wood; Accept	[Counteroffer]
offer	offer	Cardlinger; 1:1?; Offer	[Offer]
accept	accept	Euan; Sounds good; Accept	[Accept]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	offer	Joel; strangely i have no wheat; Refusal	[Offer]
refusal	offer	jon; no wheat; Refusal	[Offer]
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	refusal	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Refusal]
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Offer]
refusal	accept	jon; sorry; Refusal	[Accept]
refusal	other	Joel; sorry; Refusal	[Other]
offer	offer	Joel; ok does anyone have clay?; Offer	[Offer]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	refusal	jon; no no; Refusal	[Refusal]
refusal	offer	Euan; Nope :/ Nope :/; Refusal	[Offer]
offer	offer	Joel; or sheep?; Offer	[Offer]
refusal	offer	Euan; Amazingly, no o.O; Refusal	[Offer]
refusal	refusal	jon; also out; Refusal	[Refusal]
offer	offer	Euan; Anyone have an ore for a wheat?; Offer	[Offer]
refusal	offer	Cardlinger; sorry, I'm all wheaty; Refusal	[Offer]
refusal	refusal	Joel; same same; Refusal	[Refusal]
refusal	offer	jon; no; Refusal	[Offer]
offer	offer	Euan; Meh. Anyone got clay?; Offer	[Offer]
refusal	offer	Joel; no; Refusal	[Offer]
offer	offer	jon; there's no clay right?; Offer	[Offer]
refusal	refusal	Cardlinger; I have none; Refusal	[Refusal]
refusal	offer	Euan; yeah, noone has clay :/; Refusal	[Offer]
offer	refusal	Joel; i will give ore; Offer	[Refusal]
accept	accept	Euan; I can do that; Accept	[Accept]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	offer	Joel; haha no still; Refusal	[Offer]
refusal	offer	Cardlinger; soooooon; Refusal	[Offer]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	other	Euan; Anyone got any ore?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	refusal	Cardlinger; only the 1; Accept	[Refusal]
refusal	refusal	Joel; havent had it in awhile; Refusal	[Refusal]
counteroffer	offer	Cardlinger; what do you have to offer?; Counteroffer	[Offer]
counteroffer	offer	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Offer]
refusal	offer	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Offer]
offer	refusal	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Refusal]
refusal	counteroffer	Euan; No ore here; Refusal	Counteroffer
accept	other	jon; I'll take a wheat for an ore; Accept	[Other]
refusal	accept	Joel; i have no ore; Refusal	[Accept]
offer	offer	Cardlinger; anyone else?; Offer	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
offer	other	Cardlinger; wheat/wood for ore?; Offer	[Other]
refusal	counteroffer	Euan; no ore.; Refusal	[Counteroffer]
refusal	offer	Cardlinger; sorry, no clay :(; Refusal	[Offer]
refusal	offer	Euan; no clay :/ no clay :/; Refusal	[Offer]
accept	offer	Joel; yeah i can do that; Accept	[Offer]
refusal	offer	Cardlinger; not a bit :(; Refusal	[Offer]
refusal	offer	Joel; [no clay]; Refusal	[Offer]
offer	other	Euan; Guessing noone has clay?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	jon; nope nope; Refusal	[Offer]
refusal	other	Cardlinger; 0 clay 0 clay; Refusal	[Other]
refusal	counteroffer	Euan; No sheep/ore :/; Refusal	Counteroffer
accept	refusal	jon; i'll take one wheat for one sheep; Accept	[Refusal]
refusal	accept	Joel; same as Euan same as Euan; Refusal	[Accept]
